siteid,cluster_id,load_zone,land_class,slope_class,nsrdb_id,nsrdb_lat,nsrdb_lon,solar_lat,solar_lon,solar_area
216,16,Oahu,C,00_to_15,66,21.37,-157.74,21.3654833112839,-157.746623353285,51543.2353467505
217,16,Oahu,other,00_to_15,49,21.33,-157.74,21.3388347458859,-157.738953869558,448095.759467234
218,16,Oahu,other,00_to_15,50,21.33,-157.7,21.3343816218063,-157.707168364463,1254520.12021965
219,16,Oahu,other,00_to_15,65,21.37,-157.78,21.3685484482014,-157.76741130963,700743.030638468
220,16,Oahu,other,00_to_15,66,21.37,-157.74,21.3671346279907,-157.742207288672,889877.514311707
221,17,Oahu,other,00_to_15,33,21.29,-157.7,21.3051062140287,-157.695078888311,219956.478815353
222,1,Oahu,B,15_to_30,89,21.45,-158.18,21.4567387328124,-158.171601698762,396.793048126073
223,1,Oahu,C,15_to_30,89,21.45,-158.18,21.4570589668616,-158.17739156922,7474.57684253542
224,1,Oahu,other,15_to_30,89,21.45,-158.18,21.4624404813544,-158.178462180774,1260226.78205721
225,1,Oahu,other,15_to_30,90,21.45,-158.14,21.4643917731235,-158.154331427038,147116.564000439
226,1,Oahu,other,15_to_30,105,21.49,-158.22,21.5035407426602,-158.213888060898,759022.385687436
227,1,Oahu,other,15_to_30,106,21.49,-158.18,21.4796044244545,-158.17096669728,1381519.66461602
228,1,Oahu,other,15_to_30,107,21.49,-158.14,21.4773219455083,-158.155909100606,470698.805157275
229,1,Oahu,other,15_to_30,122,21.53,-158.22,21.5123777418196,-158.22193033083,101314.570771877
230,2,Oahu,B,15_to_30,90,21.45,-158.14,21.4453166666667,-158.155961111133,2459.30473618716
231,2,Oahu,other,15_to_30,56,21.37,-158.14,21.3892733042031,-158.143836350419,8753.63077017908
232,2,Oahu,other,15_to_30,72,21.41,-158.18,21.4079642609899,-158.164173048653,84253.2008196819
233,2,Oahu,other,15_to_30,73,21.41,-158.14,21.3997215600795,-158.147259248546,509239.88916265
234,2,Oahu,other,15_to_30,89,21.45,-158.18,21.4399095531626,-158.170183429587,140098.469390263
235,2,Oahu,other,15_to_30,90,21.45,-158.14,21.4576622383253,-158.153691589834,124488.228667424
236,3,Oahu,other,15_to_30,39,21.33,-158.14,21.3482424090757,-158.123666305221,65562.0047392077
237,3,Oahu,other,15_to_30,40,21.33,-158.1,21.3422025427569,-158.095841686519,32201.5984249633
238,3,Oahu,other,15_to_30,56,21.37,-158.14,21.3774315916012,-158.12604058656,930484.880964999
239,3,Oahu,other,15_to_30,57,21.37,-158.1,21.3721725236928,-158.108561771936,2004183.64503592
240,3,Oahu,other,15_to_30,73,21.41,-158.14,21.3960141959561,-158.124599832321,771758.119756549
241,3,Oahu,other,15_to_30,74,21.41,-158.1,21.4018807729001,-158.115444806371,886480.229527139
242,4,Oahu,B,15_to_30,41,21.33,-158.06,21.3457493894994,-158.076064814848,8895.72671561469
243,4,Oahu,B,15_to_30,58,21.37,-158.06,21.3673787091836,-158.057586075074,109460.383574528
244,4,Oahu,B,15_to_30,59,21.37,-158.02,21.3720262119902,-158.037406905798,19961.4451016408
245,4,Oahu,C,15_to_30,40,21.33,-158.1,21.3363425925926,-158.089722222253,197.083086750562
246,4,Oahu,C,15_to_30,58,21.37,-158.06,21.3577777777778,-158.062916666702,197.310333527815
247,4,Oahu,C,15_to_30,59,21.37,-158.02,21.357748967071,-158.031958895732,2174.08792615161
248,4,Oahu,other,15_to_30,40,21.33,-158.1,21.3394248609074,-158.08734807485,156707.992226795
249,4,Oahu,other,15_to_30,41,21.33,-158.06,21.3466831683168,-158.072264163951,39785.8977365266
250,4,Oahu,other,15_to_30,57,21.37,-158.1,21.370160331384,-158.080230506855,9354.35822530873
251,4,Oahu,other,15_to_30,58,21.37,-158.06,21.35961547007,-158.070549340195,1507292.66431087
252,4,Oahu,other,15_to_30,59,21.37,-158.02,21.3694573068248,-158.036259723913,73760.697066582
253,6,Oahu,other,15_to_30,61,21.37,-157.94,21.3843055555556,-157.940601851903,98.4446140281071
254,6,Oahu,other,15_to_30,62,21.37,-157.9,21.376217640651,-157.904471357227,56904.5007570715
255,6,Oahu,other,15_to_30,78,21.41,-157.94,21.3992268657546,-157.929141224611,32782.5935510244
256,7,Oahu,A,15_to_30,94,21.45,-157.98,21.4669907407407,-157.963287037086,98.522039889406
257,7,Oahu,B,15_to_30,76,21.41,-158.02,21.4189684142348,-158.019500592009,38189.757683009
258,7,Oahu,B,15_to_30,77,21.41,-157.98,21.4127893892719,-157.984580480512,76549.5066673906
259,7,Oahu,B,15_to_30,93,21.45,-158.02,21.4665538358032,-158.020955297858,6878.19510547592
260,7,Oahu,B,15_to_30,94,21.45,-157.98,21.454824792724,-157.979928296015,321480.384058628
261,7,Oahu,B,15_to_30,110,21.49,-158.02,21.472159024942,-158.021283925618,16826.7233523956
262,7,Oahu,B,15_to_30,111,21.49,-157.98,21.4749386743333,-157.974724517214,41943.2719316142
263,7,Oahu,C,15_to_30,77,21.41,-157.98,21.3908796296296,-157.982669753132,593.96700143662
264,7,Oahu,C,15_to_30,93,21.45,-158.02,21.4670601851852,-158.021273148189,384.58114568421
265,7,Oahu,C,15_to_30,94,21.45,-157.98,21.4576519205314,-157.970743314631,121540.140372141
266,7,Oahu,C,15_to_30,95,21.45,-157.94,21.4475243461621,-157.953673128561,134748.999203448
267,7,Oahu,C,15_to_30,110,21.49,-158.02,21.4723692332683,-158.018238304135,5550.317267664
268,7,Oahu,C,15_to_30,111,21.49,-157.98,21.4759491916518,-157.97298846282,69718.7725959164
269,7,Oahu,C,15_to_30,112,21.49,-157.94,21.4719645886344,-157.958088422441,12925.9653958571
270,7,Oahu,other,15_to_30,60,21.37,-157.98,21.3893981481481,-157.99018518523,393.590109764033
271,7,Oahu,other,15_to_30,76,21.41,-158.02,21.4210597416269,-158.013144458664,140558.361509512
272,7,Oahu,other,15_to_30,77,21.41,-157.98,21.4160183874547,-157.978363300691,591008.409009115
273,7,Oahu,other,15_to_30,93,21.45,-158.02,21.4506688820722,-158.013343842351,48116.9428853247
274,7,Oahu,other,15_to_30,94,21.45,-157.98,21.447727828243,-157.977267869913,1166744.30937848
275,7,Oahu,other,15_to_30,95,21.45,-157.94,21.4438224394542,-157.950624018218,751149.647684814
276,7,Oahu,other,15_to_30,110,21.49,-158.02,21.4787717201808,-158.010256865557,36019.1093899262
277,7,Oahu,other,15_to_30,111,21.49,-157.98,21.4769257266313,-157.976050921647,474353.995463486
278,7,Oahu,other,15_to_30,112,21.49,-157.94,21.471902173913,-157.957860306007,4522.78362678615
279,8,Oahu,B,15_to_30,58,21.37,-158.06,21.3829773512737,-158.061711488608,485001.559788466
280,8,Oahu,B,15_to_30,74,21.41,-158.1,21.4131687752108,-158.080870462079,9931.51874676729
281,8,Oahu,B,15_to_30,75,21.41,-158.06,21.403842579969,-158.062321368295,824995.532044937
282,8,Oahu,B,15_to_30,76,21.41,-158.02,21.4242580721747,-158.031910019032,7663.78829396279
283,8,Oahu,B,15_to_30,92,21.45,-158.06,21.45014567062,-158.054576154059,241128.375063989
284,8,Oahu,B,15_to_30,93,21.45,-158.02,21.4363027436169,-158.036013438538,77455.0160650578
285,8,Oahu,B,15_to_30,108,21.49,-158.1,21.4848996967025,-158.081436840451,8852.96902003461
286,8,Oahu,B,15_to_30,109,21.49,-158.06,21.4804672223851,-158.067961795258,105955.430824771
287,8,Oahu,C,15_to_30,58,21.37,-158.06,21.3823836122004,-158.070159535267,223190.259750232
288,8,Oahu,C,15_to_30,75,21.41,-158.06,21.4176960030794,-158.070736099957,528561.709589758
289,8,Oahu,C,15_to_30,76,21.41,-158.02,21.4290523627823,-158.038906075725,16546.3762976709
290,8,Oahu,C,15_to_30,92,21.45,-158.06,21.4563517391981,-158.065330352274,271781.761678653
291,8,Oahu,C,15_to_30,93,21.45,-158.02,21.447417944527,-158.036551076259,27222.9118765871
292,8,Oahu,C,15_to_30,108,21.49,-158.1,21.4756807649474,-158.08480376829,70973.998907433
293,8,Oahu,C,15_to_30,109,21.49,-158.06,21.4754916244497,-158.066289596588,125513.348451952
294,8,Oahu,other,15_to_30,57,21.37,-158.1,21.3808682827053,-158.08426703521,431305.827304172
295,8,Oahu,other,15_to_30,58,21.37,-158.06,21.3793503022984,-158.067073057084,1794248.78267857
296,8,Oahu,other,15_to_30,74,21.41,-158.1,21.4018629902356,-158.081981702213,225664.840847898
297,8,Oahu,other,15_to_30,75,21.41,-158.06,21.407693202784,-158.06932159099,2015497.1419315
298,8,Oahu,other,15_to_30,76,21.41,-158.02,21.4252340015609,-158.032464271817,112070.319716159
299,8,Oahu,other,15_to_30,91,21.45,-158.1,21.4671190616411,-158.088880284026,139233.661073332
300,8,Oahu,other,15_to_30,92,21.45,-158.06,21.4474627868968,-158.064197114391,1956365.77805294
301,8,Oahu,other,15_to_30,93,21.45,-158.02,21.4387371180455,-158.035400018939,150987.769415048
302,8,Oahu,other,15_to_30,108,21.49,-158.1,21.4759114633558,-158.085700327017,651469.416650206
303,8,Oahu,other,15_to_30,109,21.49,-158.06,21.480071114418,-158.070731101224,550752.164913608
304,9,Oahu,B,15_to_30,140,21.57,-158.18,21.5633158630329,-158.163288492916,31215.2680233305
305,9,Oahu,B,15_to_30,141,21.57,-158.14,21.5618420468204,-158.146878619946,103999.09274039
306,9,Oahu,B,15_to_30,142,21.57,-158.1,21.5536462516734,-158.116151383338,40792.4406014865
307,9,Oahu,C,15_to_30,141,21.57,-158.14,21.5553234941195,-158.140464471248,112606.032760611
308,9,Oahu,other,15_to_30,123,21.53,-158.18,21.5481076950737,-158.182297847016,81030.8736009335
309,9,Oahu,other,15_to_30,124,21.53,-158.14,21.5448738356132,-158.134393615439,1386144.28239455
310,9,Oahu,other,15_to_30,125,21.53,-158.1,21.5351769870278,-158.103517732804,1309425.48112346
311,9,Oahu,other,15_to_30,139,21.57,-158.22,21.569866999281,-158.204468356721,202528.942379035
312,9,Oahu,other,15_to_30,140,21.57,-158.18,21.5629711352481,-158.179242918115,1065673.7632087
313,9,Oahu,other,15_to_30,141,21.57,-158.14,21.5544149395659,-158.143312956864,689492.001109533
314,9,Oahu,other,15_to_30,142,21.57,-158.1,21.5509008145223,-158.114804222396,99570.1469087879
315,10,Oahu,B,15_to_30,109,21.49,-158.06,21.5070820945618,-158.058674049512,14365.9457933824
316,10,Oahu,B,15_to_30,110,21.49,-158.02,21.5050177136143,-158.027659143961,29249.5234034794
317,10,Oahu,B,15_to_30,125,21.53,-158.1,21.5405115473807,-158.088446028098,125547.082264864
318,10,Oahu,B,15_to_30,126,21.53,-158.06,21.5347114584627,-158.065362136766,155726.044448525
319,10,Oahu,B,15_to_30,127,21.53,-158.02,21.527572939103,-158.021377658565,351169.687421573
320,10,Oahu,B,15_to_30,128,21.53,-157.98,21.5293320429231,-157.99644016576,39992.682457914
321,10,Oahu,B,15_to_30,142,21.57,-158.1,21.5649673198916,-158.093895146881,274214.41843491
322,10,Oahu,B,15_to_30,143,21.57,-158.06,21.5702662843455,-158.059347401968,388572.755609235
323,10,Oahu,B,15_to_30,144,21.57,-158.02,21.5654978358164,-158.035096191255,177987.488793368
324,10,Oahu,B,15_to_30,159,21.61,-158.1,21.5911794532628,-158.095831128778,2058.27231955982
325,10,Oahu,C,15_to_30,109,21.49,-158.06,21.5052648390707,-158.057909788326,21812.5292460397
326,10,Oahu,C,15_to_30,110,21.49,-158.02,21.5063479145202,-158.021094322013,37087.8970808569
327,10,Oahu,C,15_to_30,125,21.53,-158.1,21.5319619036849,-158.081925776513,5424.83694320057
328,10,Oahu,C,15_to_30,126,21.53,-158.06,21.5273610453104,-158.068507840022,51842.3508695881
329,10,Oahu,C,15_to_30,127,21.53,-158.02,21.537130516522,-158.010770834008,208258.282072965
330,10,Oahu,C,15_to_30,128,21.53,-157.98,21.5346583600079,-157.993358372844,87519.8849483991
331,10,Oahu,C,15_to_30,143,21.57,-158.06,21.5640128630986,-158.050447291702,82098.1254523856
332,10,Oahu,C,15_to_30,144,21.57,-158.02,21.5648763287419,-158.020134748906,514392.674241787
333,10,Oahu,C,15_to_30,145,21.57,-157.98,21.5556944444444,-157.999361111155,974.645570044054
334,10,Oahu,other,15_to_30,109,21.49,-158.06,21.506541732877,-158.06192748445,89379.7171188179
335,10,Oahu,other,15_to_30,110,21.49,-158.02,21.5059356486517,-158.022318643494,180762.262047362
336,10,Oahu,other,15_to_30,125,21.53,-158.1,21.5454593346163,-158.090758688231,125032.59840446
337,10,Oahu,other,15_to_30,126,21.53,-158.06,21.5323200513032,-158.060830165401,371026.843082125
338,10,Oahu,other,15_to_30,127,21.53,-158.02,21.5302346963473,-158.020040990445,1104692.83351296
339,10,Oahu,other,15_to_30,128,21.53,-157.98,21.5308308474611,-157.992858088729,185031.158980765
340,10,Oahu,other,15_to_30,142,21.57,-158.1,21.5702785972601,-158.091782318061,837127.553285672
341,10,Oahu,other,15_to_30,143,21.57,-158.06,21.5654713730131,-158.059805940311,1103827.94294801
342,10,Oahu,other,15_to_30,144,21.57,-158.02,21.5618855314247,-158.023369860924,1007429.06937023
343,10,Oahu,other,15_to_30,145,21.57,-157.98,21.5576663237311,-157.999598765476,5310.02386270776
344,10,Oahu,other,15_to_30,159,21.61,-158.1,21.5907125998548,-158.088837146001,10044.544193453
345,11,Oahu,B,15_to_30,143,21.57,-158.06,21.5895298464355,-158.072848723549,10805.9543461889
346,11,Oahu,B,15_to_30,159,21.61,-158.1,21.6071100699858,-158.082547406496,15675.6724051843
347,11,Oahu,B,15_to_30,160,21.61,-158.06,21.6078395801856,-158.062225727362,687894.689320657
348,11,Oahu,B,15_to_30,161,21.61,-158.02,21.6176203703704,-158.039787037075,481.467141875
349,11,Oahu,B,15_to_30,177,21.65,-158.06,21.6327180868676,-158.060415194597,77679.7666936104
350,11,Oahu,C,15_to_30,143,21.57,-158.06,21.5891982401,-158.040795240068,6326.24263498534
351,11,Oahu,C,15_to_30,144,21.57,-158.02,21.5891377314815,-158.036038773187,3158.05098631472
352,11,Oahu,C,15_to_30,160,21.61,-158.06,21.6089814018367,-158.045425221932,227724.096340264
353,11,Oahu,C,15_to_30,161,21.61,-158.02,21.6046130999387,-158.034106531519,226647.786085174
354,11,Oahu,C,15_to_30,177,21.65,-158.06,21.6350617283951,-158.056751543246,1128.22512077419
355,11,Oahu,other,15_to_30,143,21.57,-158.06,21.5895546169116,-158.043388089386,27256.0784179815
356,11,Oahu,other,15_to_30,144,21.57,-158.02,21.5893910489318,-158.038034452096,7806.93915129829
357,11,Oahu,other,15_to_30,159,21.61,-158.1,21.6082379062736,-158.085090643928,154086.009349218
358,11,Oahu,other,15_to_30,160,21.61,-158.06,21.6098065090707,-158.053984009687,1950200.45228294
359,11,Oahu,other,15_to_30,161,21.61,-158.02,21.6035676187962,-158.03133188004,973801.308735246
360,11,Oahu,other,15_to_30,177,21.65,-158.06,21.6318893791959,-158.058462604697,96390.0027024803
361,12,Oahu,B,15_to_30,177,21.65,-158.06,21.6531379219413,-158.049747884335,69292.6544825419
362,12,Oahu,B,15_to_30,178,21.65,-158.02,21.655927695275,-158.03493536729,50645.5505684495
363,12,Oahu,B,15_to_30,195,21.69,-158.02,21.6899907407407,-158.003921296339,1959.17984036156
364,12,Oahu,B,15_to_30,196,21.69,-157.98,21.6827012258841,-157.996926476859,64910.8201549869
365,12,Oahu,C,15_to_30,177,21.65,-158.06,21.6544416279868,-158.0452825846,257018.905026021
366,12,Oahu,C,15_to_30,178,21.65,-158.02,21.6574506598141,-158.03123054956,543112.718368576
367,12,Oahu,C,15_to_30,195,21.69,-158.02,21.6779147036032,-158.018320368831,601068.243142544
368,12,Oahu,C,15_to_30,196,21.69,-157.98,21.6821384005983,-157.997920896784,96326.4840866748
369,12,Oahu,other,15_to_30,177,21.65,-158.06,21.6532062967672,-158.048454264169,810205.139522603
370,12,Oahu,other,15_to_30,178,21.65,-158.02,21.658527695708,-158.024193652556,1473179.11846428
371,12,Oahu,other,15_to_30,179,21.65,-157.98,21.667800653101,-157.995649953034,108364.569076187
372,12,Oahu,other,15_to_30,194,21.69,-158.06,21.6707984682213,-158.040633859206,7972.44037038404
373,12,Oahu,other,15_to_30,195,21.69,-158.02,21.6787611583949,-158.014228427578,1400255.30833143
374,12,Oahu,other,15_to_30,196,21.69,-157.98,21.6797194557938,-157.996183953357,365129.817702221
375,13,Oahu,B,15_to_30,163,21.61,-157.94,21.6284849144052,-157.925508382432,22488.809731235
376,13,Oahu,B,15_to_30,179,21.65,-157.98,21.6674807840161,-157.96717908953,41959.8627288897
377,13,Oahu,B,15_to_30,180,21.65,-157.94,21.6531598415092,-157.944610260514,576808.225650631
378,13,Oahu,B,15_to_30,196,21.69,-157.98,21.6807780415239,-157.974916602214,398383.255421209
379,13,Oahu,B,15_to_30,197,21.69,-157.94,21.6714593959328,-157.957210424186,40507.7753232836
380,13,Oahu,C,15_to_30,163,21.61,-157.94,21.6293152688434,-157.945839684364,25103.0396517356
381,13,Oahu,C,15_to_30,179,21.65,-157.98,21.6618994279494,-157.975069328602,700689.64830037
382,13,Oahu,C,15_to_30,180,21.65,-157.94,21.6469291173136,-157.950592926427,675423.501787481
383,13,Oahu,C,15_to_30,196,21.69,-157.98,21.6793391145642,-157.981813247616,333686.749975063
384,13,Oahu,C,15_to_30,197,21.69,-157.94,21.6725,-157.953425925976,625.107043297297
385,13,Oahu,other,15_to_30,163,21.61,-157.94,21.6284978098013,-157.947206470574,49737.9598481822
386,13,Oahu,other,15_to_30,179,21.65,-157.98,21.6594196073101,-157.97268091935,1513168.12308662
387,13,Oahu,other,15_to_30,180,21.65,-157.94,21.6466888938357,-157.9465215965,1610576.86058592
388,13,Oahu,other,15_to_30,196,21.69,-157.98,21.6802798739268,-157.979935286622,1353590.03726277
389,13,Oahu,other,15_to_30,197,21.69,-157.94,21.6719842295815,-157.952516430012,68872.3491518024
390,14,Oahu,B,15_to_30,147,21.57,-157.9,21.5798337125057,-157.895112259663,36880.2228771017
391,14,Oahu,B,15_to_30,164,21.61,-157.9,21.5950756549232,-157.904977190662,20153.0189595168
392,14,Oahu,C,15_to_30,147,21.57,-157.9,21.5732740779999,-157.893037021471,141040.704552719
393,14,Oahu,C,15_to_30,148,21.57,-157.86,21.5712577160494,-157.878641975369,1164.43894969912
394,14,Oahu,C,15_to_30,163,21.61,-157.94,21.6249045138889,-157.921851851906,3132.10737252713
395,14,Oahu,C,15_to_30,164,21.61,-157.9,21.5963483796296,-157.905399305612,1575.26127501436
396,14,Oahu,other,15_to_30,147,21.57,-157.9,21.5730858935727,-157.895398784579,369048.075229163
397,14,Oahu,other,15_to_30,148,21.57,-157.86,21.5696159904718,-157.877971991761,23701.5792436278
398,14,Oahu,other,15_to_30,163,21.61,-157.94,21.6216897942751,-157.921451452616,110867.01738239
399,14,Oahu,other,15_to_30,164,21.61,-157.9,21.6050267820093,-157.912050011292,274293.905252309
400,15,Oahu,B,15_to_30,114,21.49,-157.86,21.5095200993677,-157.851076106658,4133.48589190781
401,15,Oahu,B,15_to_30,131,21.53,-157.86,21.5122146856159,-157.847941788752,12750.7929110704
402,15,Oahu,C,15_to_30,65,21.37,-157.78,21.388959347657,-157.784950546978,3266.43121065745
403,15,Oahu,C,15_to_30,81,21.41,-157.82,21.3987191358025,-157.81174382723,884.570878703786
404,15,Oahu,C,15_to_30,114,21.49,-157.86,21.488373766019,-157.860968854302,410224.161265169
405,15,Oahu,C,15_to_30,131,21.53,-157.86,21.5328380100656,-157.850506848077,89875.1623390488
406,15,Oahu,C,15_to_30,132,21.53,-157.82,21.5250361111111,-157.837918518584,9831.9561402963
407,15,Oahu,C,15_to_30,148,21.57,-157.86,21.5508796296296,-157.850000000064,395.738342727273
408,15,Oahu,other,15_to_30,65,21.37,-157.78,21.3887884587343,-157.786997120224,50007.4780532692
409,15,Oahu,other,15_to_30,81,21.41,-157.82,21.4125562506436,-157.819108184945,318593.477615002
410,15,Oahu,other,15_to_30,82,21.41,-157.78,21.3916480906373,-157.788660743114,79229.1390906871
411,15,Oahu,other,15_to_30,97,21.45,-157.86,21.4544248939842,-157.85243071686,904064.523515099
412,15,Oahu,other,15_to_30,98,21.45,-157.82,21.4431238045557,-157.830656625002,83844.1018927311
413,15,Oahu,other,15_to_30,114,21.49,-157.86,21.4882807430881,-157.859756546344,965563.705145226
414,15,Oahu,other,15_to_30,131,21.53,-157.86,21.5276379169224,-157.852286538328,1423999.80436131
415,15,Oahu,other,15_to_30,132,21.53,-157.82,21.5279849255596,-157.838509834201,107428.726668745
416,15,Oahu,other,15_to_30,148,21.57,-157.86,21.5530687961138,-157.853570476359,49866.3565697803
417,16,Oahu,B,15_to_30,49,21.33,-157.74,21.3348773155822,-157.731271402661,43453.6716875159
418,16,Oahu,B,15_to_30,50,21.33,-157.7,21.3275847678665,-157.714864371496,13985.5199333172
419,16,Oahu,C,15_to_30,49,21.33,-157.74,21.3410178845444,-157.739908147492,170068.68985031
420,16,Oahu,C,15_to_30,50,21.33,-157.7,21.3261615262968,-157.707478048806,43856.5801504735
421,16,Oahu,C,15_to_30,65,21.37,-157.78,21.3664342498419,-157.770294697415,98968.6972291556
422,16,Oahu,C,15_to_30,66,21.37,-157.74,21.3640526252169,-157.746277924341,80714.8791087909
423,16,Oahu,other,15_to_30,49,21.33,-157.74,21.338041758765,-157.740769011466,934954.838174016
424,16,Oahu,other,15_to_30,50,21.33,-157.7,21.3263737478682,-157.709184205468,616276.236520934
425,16,Oahu,other,15_to_30,65,21.37,-157.78,21.3638142715492,-157.771223975458,874527.794999814
426,16,Oahu,other,15_to_30,66,21.37,-157.74,21.3645654546433,-157.744636767735,948743.30563454
427,17,Oahu,other,15_to_30,33,21.29,-157.7,21.285960134091,-157.693306353209,73187.4893684762
428,18,Oahu,B,15_to_30,48,21.33,-157.78,21.3161173082532,-157.782616652159,24981.053481024
429,18,Oahu,C,15_to_30,48,21.33,-157.78,21.3161765644955,-157.780340038388,8634.68379367442
430,18,Oahu,other,15_to_30,48,21.33,-157.78,21.317052055104,-157.783650519496,80758.1030276141
